"Record ID","Survey Identifier","Survey Timestamp","STUDY TITLE: Household Items for Sexual Pleasure: Investigating Cost, Safety & Effectiveness of Alternative Sex ToysWe invite you to participate in a research study being conducted by investigators from The University of Chicago Medical Center. The purpose of the study is to understand what household items are used for sexual pleasure and assess their cost, effectiveness, and safety.If you agree to participate, we would like you to agree to consent and complete the screening questions before getting access to the full set of questions. You are free to skip any questions that you prefer not to answer. It will take approximately 15 minutes in total time.No personal health information or identifying information will be collected in this survey. To help protect your confidentiality, the surveys you complete will be encrypted on an online database. The only people that will have access to your responses will be the team members while collecting data from the surveys. Taking part in this research study is completely voluntary. If you do not wish to participate in this study, please select the appropriate acknowledgment below.For questions about your rights as a research subject, please contact the University of Chicago BSD IRB at 773-702-6505.If you have any questions about the research study itself, please contact this project's principal investigator: Dr. Omer Raheem, oraheem@bsd.uchicago.edu. Thank you very much for your consideration of this research study.","Are you 18 years of age or older? ","Have you used household items as sex toy alternatives for the purpose of sexual pleasure? ","What is your country of origin?","Please list other country name:","What is your age?","What was your sex assigned at birth?","How would you describe your gender?","Please describe gender here:","What is your employment status?","Please describe other employment:","What is your career field?","Please list other career field:","What is your gross annual household income (i.e before taxes and deductions)?","Do you have access to conventional sex toys (e.g., vibrators, dildos, clitoris suckers, male masturbators, and prostate massagers)?","If no, what is the reason for limited access to conventional sex toys? (select all that apply) (choice=Financial constraints)","If no, what is the reason for limited access to conventional sex toys? (select all that apply) (choice=Lack of awareness/education about existence/benefits of sex toys)","If no, what is the reason for limited access to conventional sex toys? (select all that apply) (choice=Cultural or religious beliefs discouraging/prohibiting use of sex toys)","If no, what is the reason for limited access to conventional sex toys? (select all that apply) (choice=Lack of privacy (i.e. living in shared space))","If no, what is the reason for limited access to conventional sex toys? (select all that apply) (choice=Stigma/Shame (i.e. feelings of embarrassment, fear of judgment))","If no, what is the reason for limited access to conventional sex toys? (select all that apply) (choice=Legal restrictions on sale or possession of sex toys)","If no, what is the reason for limited access to conventional sex toys? (select all that apply) (choice=Other (enter below))","Please list other reason: ","Do you currently own any traditional sex toys?","If so, how would you categorize them? (select all that apply)  (choice=Vibrator)","If so, how would you categorize them? (select all that apply)  (choice=Dildo)","If so, how would you categorize them? (select all that apply)  (choice=Anal toys)","If so, how would you categorize them? (select all that apply)  (choice=Sleeves/ penis sleeves)","If so, how would you categorize them? (select all that apply)  (choice=Penis rings/ cock rings)","What household items have you used for sexual pleasure? (choice=Electric or pulsating toothbrush)","What household items have you used for sexual pleasure? (choice=Showerhead)","What household items have you used for sexual pleasure? (choice=Washing Machine)","What household items have you used for sexual pleasure? (choice=Massage Wand)","What household items have you used for sexual pleasure? (choice=Silk Scarves/Neckties)","What household items have you used for sexual pleasure? (choice=Ice Cubes)","What household items have you used for sexual pleasure? (choice=Produce (banana, cucumber, carrot))","What household items have you used for sexual pleasure? (choice=Furniture)","What household items have you used for sexual pleasure? (choice=Pillow)","What household items have you used for sexual pleasure? (choice=Other)","Please list other household item:","For electric or pulsating toothbrush usage, rate your satisfaction for personal use","For electric or pulsating toothbrush usage, how likely are you to recommend the use of this object to others?","For showerhead usage, rate your satisfaction for personal use","For showerhead usage, how likely are you to recommend the use of this object to others?","For washing machine usage, rate your satisfaction for personal use","For washing machine usage, how likely are you to recommend the use of this object to others?","For massage wand usage, rate your satisfaction for personal use","For massage wand usage, how likely are you to recommend the use of this object to others?","For silk scarves and necktie usage, rate your satisfaction for personal use","For silk scarves and neck tie usage, how likely are you to recommend the use of this object to others?","For ice cube usage, rate your satisfaction for personal use","For ice cube usage, how likely are you to recommend the use of this object to others?","For produce usage, rate your satisfaction for personal use","For produce usage, how likely are you to recommend the use of this object to others?","For furniture usage, rate your satisfaction for personal use","For furniture usage, how likely are you to recommend the use of this object to others?","For pillow usage, rate your satisfaction for personal use","For pillow usage, how likely are you to recommend the use of this object to others?","For usage of item inputted under 'other', rate your satisfaction for personal use","For usage of item inputted under 'other', how likely are you to recommend the use of this object to others?","What is the estimated cost of each of the household item(s) used for sexual pleasure?","What safety concerns have you experienced with the use of household items as alternative sex toys? (select all that apply) (choice=Material safety (allergies & sensitivity))","What safety concerns have you experienced with the use of household items as alternative sex toys? (select all that apply) (choice=Cleanliness & hygiene (infection))","What safety concerns have you experienced with the use of household items as alternative sex toys? (select all that apply) (choice=Lubricant compatibility (trauma/injury))","What safety concerns have you experienced with the use of household items as alternative sex toys? (select all that apply) (choice=Storage & maintenance)","What safety concerns have you experienced with the use of household items as alternative sex toys? (select all that apply) (choice=Power source safety (electric shock, overheating))","What safety concerns have you experienced with the use of household items as alternative sex toys? (select all that apply) (choice=None of the Above)","What safety concerns have you experienced with the use of household items as alternative sex toys? (select all that apply) (choice=Other (enter below))","Please list other concern:",Complete?
206,,"2023-06-25 20:52:32","I consent to participate in this research study",Yes,No,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,,,,,,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Complete
207,,"2023-06-25 20:54:11","I consent to participate in this research study",Yes,Yes,"United States",,25-35,Female,nonbinary,,"Full-time employed",,"Science and Research:",,"Over $100,000",Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Yes,Checked,Checked,Checked,Unchecked,Checked,Checked,Checked,Unchecked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,79,,100,,,,100,,100,,69,,,,,,,,,,">$50 - $100",Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Complete
208,,"2023-06-25 21:14:53","I consent to participate in this research study",Yes,Yes,"United States",,25-35,Male,Male,,"Full-time employed",,"Business and Finance",,"Over $100,000",Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,No,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,"Cigar tube",,,,,,,,,,,,,,,,,50,,59,,"Less than or equal to $5",Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,,Complete
209,,"2023-06-25 22:33:22","I consent to participate in this research study",Yes,Yes,"United States",,25-35,Female,Female,,"Full-time employed",,"Food Preparation and Serving Related Occupations:",,"$50,000 - $74,999",Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Yes,Checked,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Checked,Unchecked,Checked,Checked,Checked,Checked,Unchecked,,60,,100,,,,38,,,,28,,72,,78,,92,,,,">$20 - $50",Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Complete
210,,"2023-06-25 23:12:58","I consent to participate in this research study",Yes,Yes,"United States",,25-35,Female,Female,,"Full-time employed",,"Healthcare and Medical",,"$35,000 - $49,999",Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Yes,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,"Hair brush",,,78,,,,,,,,,,,,,,,,70,,">$5 - $10",Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Complete
211,,"2023-06-25 23:42:20","I consent to participate in this research study",Yes,Yes,"Other (enter below)","Canada ",18-25,Female,Transmasculine,,Student,,Education,,"$15,000 - $24,999",No,Checked,Unchecked,Unchecked,Checked,Checked,Unchecked,Unchecked,,No,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Unchecked,Unchecked,Checked,Unchecked,Checked,Unchecked,,,,23,,58,,86,,,,,,71,,,,31,,,,">$5 - $10",Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Complete
212,,"2023-06-26 00:37:15","I consent to participate in this research study",Yes,Yes,"Other (enter below)",Canada,18-25,Male,Male,,Student,,,,"$15,000 - $24,999",Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Yes,Unchecked,Checked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Unchecked,Unchecked,Checked,toothbrush,,,,,,,,,,,66,,40,,,,,,32,,"Less than or equal to $5",Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Checked,,Complete
213,,"2023-06-26 01:14:46","I consent to participate in this research study",Yes,Yes,"Other (enter below)",Malaysia,18-25,Female,Female,,Student,,"Healthcare and Medical",,"Less than $14,999",Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Yes,Checked,Checked,Checked,Unchecked,Unchecked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Loofah,69,,82,,,,,,,,,,,,59,,51,,68,,">$5 - $10",Checked,Checked,Checked,Unchecked,Checked,Unchecked,Unchecked,,Complete
214,,"2023-06-26 01:13:34","I consent to participate in this research study",Yes,No,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,,,,,,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Complete
215,,"2023-06-26 01:52:30","I consent to participate in this research study",Yes,Yes,"United States",,18-25,Female,Female,,Self-employed,,Engineering:,,"$35,000 - $49,999",Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Yes,Checked,Checked,Unchecked,Unchecked,Unchecked,Checked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Checked,Checked,Unchecked,,93,,,,,,,,,,,,,,,,,,,,">$20 - $50",Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Complete
216,,"[not completed]","I consent to participate in this research study",Yes,Yes,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,,,,,,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Incomplete
217,,"2023-06-26 02:01:52","I consent to participate in this research study",Yes,Yes,"United States",,25-35,Female,Female,,"Full-time employed",,Education,,"Over $100,000",Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Yes,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Checked,"Marker (the non-cap end) but that was before I had access to regular sex toys",,,100,,,,,,,,50,,,,,,,,50,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,,Complete
218,,"2023-06-26 02:20:31","I consent to participate in this research study",Yes,Yes,"United States",,18-25,Male,"Not listed (enter below)","physically intersex (no option above)",Student,,"Science and Research:",,"$25,000 - $34,999",No,Unchecked,Unchecked,Unchecked,Checked,Checked,Unchecked,Unchecked,,No,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,,,,41,,,,,,,,,,67,,,,,,,,"Less than or equal to $5",Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,,Complete
219,,"2023-06-26 06:32:58","I consent to participate in this research study",Yes,Yes,"Other (enter below)",Canada,25-35,Male,Male,,"Full-time employed",,Engineering:,,"Over $100,000",Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Yes,Unchecked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,"Epipen, pencil",,,,,,,,,,,,,,,,,,,73,,"Over $100",Checked,Unchecked,Checked,Checked,Unchecked,Unchecked,Unchecked,,Complete
220,,"2023-06-26 07:06:35","I consent to participate in this research study",Yes,Yes,"Other (enter below)","United Kingdom",18-25,Male,Male,,"Full-time employed",,"Sales and Marketing:",,"Over $100,000",Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Yes,Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Checked,Unchecked,,,,36,,,,,,,,,,78,,,,78,,,,">$5 - $10",Unchecked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,,Complete
221,,"2023-06-26 09:26:49","I consent to participate in this research study",Yes,Yes,"Other (enter below)",,25-35,Male,nonbinary,,"Full-time employed",,"Government and Public Administration:",,"$50,000 - $74,999",Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Yes,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Spatula,,,74,,,,,,,,,,,,,,,,55,,">$10 - $20",Unchecked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,Complete
222,,"2023-06-26 09:26:10","I consent to participate in this research study",Yes,Yes,"United States",,18-25,Male,Male,,"Full-time employed",,Military:,,"Over $100,000",Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Yes,Unchecked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,,,,,,,,,,,,,,,,,,,,,,">$20 - $50",Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,Complete
223,,"[not completed]","I consent to participate in this research study",,,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,,,,,,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Incomplete
224,,"2023-06-26 16:11:13","I consent to participate in this research study",Yes,Yes,"United States",,35-45,Female,Female,,Homemaker,,Education,,"Over $100,000",Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Yes,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,,28,,70,,,,,,,,,,,,,,,,">$20 - $50",Checked,Checked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,,Complete
225,,"2023-06-26 16:28:31","I consent to participate in this research study",Yes,Yes,"Other (enter below)",Eu,25-35,Male,Male,,"Full-time employed",,"Healthcare and Medical",,"$50,000 - $74,999",Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Yes,Checked,Unchecked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,,,66,,,,75,,,,,,,,,,">$20 - $50",Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Complete
226,,"[not completed]","I consent to participate in this research study",Yes,Yes,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,,,,,,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Incomplete
227,,"2023-06-26 20:16:00","I consent to participate in this research study",Yes,No,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,,,,,,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Complete
228,,"[not completed]","I consent to participate in this research study",Yes,Yes,"Other (enter below)",Canada,35-45,Male,Male,,"Full-time employed",,"Government and Public Administration:",,"$50,000 - $74,999",Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Yes,Checked,Unchecked,Checked,Unchecked,Checked,Checked,Checked,Unchecked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,,,,,,,,,,,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Incomplete
229,,"2023-06-27 15:09:53","I consent to participate in this research study",Yes,Yes,"United States",,18-25,Female,nonbinary,,"Part-time employed",,,,,Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Yes,Checked,Checked,Unchecked,Unchecked,Unchecked,Checked,Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Checked,Checked,Unchecked,,100,,66,,,,,,,,29,,,,0,,55,,,,">$20 - $50",Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,,Complete
230,,"[not completed]","I consent to participate in this research study",,,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,,,,,,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Incomplete
231,,"2023-06-28 19:41:27","I consent to participate in this research study",Yes,Yes,"United States",,25-35,Female,Female,,"Full-time employed",,Legal:,,"Over $100,000",Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Yes,Checked,Checked,Checked,Unchecked,Unchecked,Checked,Checked,Unchecked,Checked,Unchecked,Unchecked,Checked,Checked,Checked,Checked,"phone on vibrate mode",56,,71,,,,88,,,,,,61,,91,,64,,61,,">$20 - $50",Unchecked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,Complete
232,,"2023-06-28 00:26:39","I consent to participate in this research study",Yes,Yes,"United States",,18-25,Female,Female,,Student,,,,"$15,000 - $24,999",Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Yes,Checked,Checked,Unchecked,Unchecked,Unchecked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Unchecked,Checked,hairbrush,82,,60,,,,,,,,,,73,,58,,,,62,,">$20 - $50",Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Complete
233,,"2023-06-28 01:40:41","I consent to participate in this research study",Yes,No,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,,,,,,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Complete
234,,"2023-06-28 10:57:24","I consent to participate in this research study",Yes,Yes,"United States",,25-35,Female,Female,,"Full-time employed",,"Healthcare and Medical",,"$75,000 - $99,999",Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Yes,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,"Hairbrush handle",,,,,,,,,,,,,,,,,,,69,,">$5 - $10",Unchecked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,Complete
235,,"2023-06-28 18:34:44","I consent to participate in this research study",Yes,Yes,"United States",,25-35,Female,Female,,"Full-time employed",,"Government and Public Administration:",,"$75,000 - $99,999",Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Yes,Checked,Checked,Checked,Unchecked,Unchecked,Checked,Checked,Unchecked,Checked,Checked,Unchecked,Unchecked,Checked,Checked,Checked,"Sharpie, small shampoo bottle, hairbrush handle, vacuum handle...",,3,77,,,,75,,78,,,,,,,47,50,,,0,"Less than or equal to $5",Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,Complete
236,,"2023-06-29 01:21:06","I consent to participate in this research study",Yes,No,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,,,,,,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Complete
237,,"[not completed]","I consent to participate in this research study",Yes,Yes,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,,,,,,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Incomplete
238,,"[not completed]","I consent to participate in this research study",,,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,,,,,,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Incomplete
239,,"[not completed]","I consent to participate in this research study",Yes,Yes,"Other (enter below)",Uk,18-25,Female,Female,,"Full-time employed",,"Food Preparation and Serving Related Occupations:",,"$15,000 - $24,999",Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Yes,Checked,Checked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Checked,Checked,Checked,Unchecked,,,,,,,,,,,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Incomplete
240,,"2023-06-30 02:28:11","I consent to participate in this research study",Yes,Yes,"United States",,18-25,Male,Male,,"Full-time employed",,"Government and Public Administration:",,"Over $100,000",No,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,,No,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,pen,,,,,,,,,,,,,,,,,,,61,,">$5 - $10",Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,,Complete
241,,"2023-06-30 08:16:06","I consent to participate in this research study",Yes,Yes,"United States",,45-55,Male,Male,,"Full-time employed",,"Business and Finance",,"Over $100,000",Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Yes,Checked,Checked,Checked,Checked,Checked,Checked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,,50,,,,,,98,,,,,,,,50,,,,,,">$20 - $50",Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,,Complete
242,,"[not completed]","I consent to participate in this research study",,,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,,,,,,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Incomplete
243,,"2023-06-30 23:51:54","I consent to participate in this research study",Yes,Yes,"Other (enter below)",Italy,45-55,Male,Male,,"Part-time employed",,"Sales and Marketing:",,"$25,000 - $34,999",Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Yes,Checked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,,,50,,,,,,,,,,,,,,">$20 - $50",Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Unchecked,,Complete
244,,"2023-07-02 02:01:33","I consent to participate in this research study",Yes,No,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,,,,,,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Complete
245,,"2023-07-02 02:25:44","I consent to participate in this research study",Yes,Yes,"United States",,25-35,Male,Male,,"Full-time employed",,"Technology and Information Technology (IT):",,"Over $100,000",Yes,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Yes,Unchecked,Checked,Checked,Unchecked,Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,65,,70,,,,,,,,,,,,,,,,,,">$5 - $10",Checked,Checked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,,Complete
246,,"[not completed]","I consent to participate in this research study",Yes,Yes,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,,,,,,,,,,,,,,,,,,,,,,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Incomplete
247,,"2023-07-03 20:16:24","I consent to participate in this research study",Yes,Yes,"Other (enter below)",Bulgaria,25-35,Male,Male,,Student,,"Technology and Information Technology (IT):",,"Less than $14,999",No,Checked,Unchecked,Checked,Checked,Checked,Unchecked,Unchecked,,No,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,Checked,Checked,Unchecked,Checked,Unchecked,Unchecked,Unchecked,Checked,Unchecked,Checked,"Brushes, Pens, Markers",77,,70,,,,100,,,,,,,,58,,,,86,,">$50 - $100",Unchecked,Checked,Unchecked,Unchecked,Unchecked,Unchecked,Unchecked,,Complete
